<b>plug</b><div style='font-size:0.85em;color:#666'>The plug on the end of a lead.</div>	<div dir='rtl' style='font-size:1.6em'>תקע</div><div style='color:#666'>teka</div><div style='font-size:0.85em;color:#888'>m · pl. <span dir='rtl'>תקעים</span></div><div style='font-size:0.8em;color:#a00;margin-top:0.5em'>שקע and תקע differ by one letter and are constantly confused. Mnemonic: תקע shares its root with לתקוע, to stick in.</div>	electrical trade high accessories
<b>switch (light switch, isolator)</b><div style='font-size:0.85em;color:#666'>Anything that breaks a circuit: a light switch, a main isolator (מפסק ראשי).</div>	<div dir='rtl' style='font-size:1.6em'>מפסק</div><div style='color:#666'>mafsek</div><div style='font-size:0.85em;color:#888'>m · pl. <span dir='rtl'>מפסקים</span></div><div style='font-size:0.8em;color:#888;margin-top:0.4em'><span dir='rtl'>מתג</span> (trade) — Also 'switch', but skews to small switches on devices — and in IT, מתג is specifically a network switch.</div>	electrical trade high accessories
<b>junction box</b><div style='font-size:0.85em;color:#666'>The box where cables are joined, behind the plaster or on the surface.</div>	<div dir='rtl' style='font-size:1.6em'>קופסת חיבורים</div><div style='color:#666'>kufsat khiburim</div><div style='font-size:0.85em;color:#888'>f · pl. <span dir='rtl'>קופסאות חיבורים</span></div><div style='font-size:0.8em;color:#a00;margin-top:0.5em'>Often shortened to קופסה in context. The recessed pattress behind a socket is קופסת התקנה.</div>	electrical trade medium wiring
<b>corrugated conduit / flexible trunking</b><div style='font-size:0.85em;color:#666'>The ribbed plastic pipe that wires are pulled through inside walls.</div><div style='font-size:0.85em'><i>There's conduit in the wall, we can pull a new wire through.</i></div>	<div dir='rtl' style='font-size:1.6em'>צינור שרשורי</div><div style='color:#666'>tzinor shakhshuri</div><div style='font-size:0.85em;color:#888'>m · pl. <span dir='rtl'>צינורות שרשוריים</span></div><div dir='rtl' style='margin-top:0.5em'>יש שרשורי בקיר, אפשר להשחיל חוט חדש.</div><div style='font-size:0.8em;color:#a00;margin-top:0.5em'>Usually shortened to שרשורי on its own. Pulling wire through it is להשחיל, to thread.</div>	electrical trade medium wiring
<b>terminal block / connector strip</b><div style='font-size:0.85em;color:#666'>Screw or spring terminal for joining conductors.</div>	<div dir='rtl' style='font-size:1.6em'>מהדק</div><div style='color:#666'>mahadek</div><div style='font-size:0.85em;color:#888'>m · pl. <span dir='rtl'>מהדקים</span></div><div style='font-size:0.8em;color:#a00;margin-top:0.5em'>Root הדק, to tighten — same as a trigger. The lever type is widely called by the brand name וואגו; ask for וואגו and you will be understood.</div>	electrical trade medium accessories
<b>cut to length</b><div style='font-size:0.85em;color:#666'>Asking a supplier to cut a length off the reel for you.</div><div style='font-size:0.85em'><i>Can you cut me seven metres?</i></div>	<div dir='rtl' style='font-size:1.6em'>לחתוך במידה</div><div style='color:#666'>lakhtokh be-mida</div><div dir='rtl' style='margin-top:0.5em'>אפשר לחתוך לי שבעה מטר?</div><div style='font-size:0.8em;color:#a00;margin-top:0.5em'>מידה = measure. The simplest counter form is just אפשר לחתוך לי X מטר? — the fuller phrase is not needed.</div>	commerce trade medium counter
<b>sold by the metre</b><div style='font-size:0.85em;color:#666'>Pricing off the reel rather than by the packaged unit.</div><div style='font-size:0.85em'><i>Is this sold by the metre?</i></div>	<div dir='rtl' style='font-size:1.6em'>לפי מטר</div><div style='color:#666'>lefi meter</div><div dir='rtl' style='margin-top:0.5em'>זה נמכר לפי מטר?</div><div style='font-size:0.8em;color:#a00;margin-top:0.5em'>Needs checking: flooring and fabric use מטר רץ (running metre); for cable, plain מטר seems to be the norm.</div>	commerce trade low counter
<b>reel / drum / coil</b><div style='font-size:0.85em;color:#666'>The coil the cable comes on. Buying a whole one is usually cheaper per metre.</div><div style='font-size:0.85em'><i>How much for a full reel?</i></div>	<div dir='rtl' style='font-size:1.6em'>גליל</div><div style='color:#666'>galil</div><div style='font-size:0.85em;color:#888'>m · pl. <span dir='rtl'>גלילים</span></div><div dir='rtl' style='margin-top:0.5em'>כמה עולה גליל שלם?</div>	commerce trade medium counter
<b>extension lead</b><div style='font-size:0.85em;color:#666'>A lead that extends reach, with one socket on the end.</div>	<div dir='rtl' style='font-size:1.6em'>כבל מאריך</div><div style='color:#666'>kevel ma'arikh</div><div style='font-size:0.85em;color:#888'>m · pl. <span dir='rtl'>כבלים מאריכים</span></div><div style='font-size:0.8em;color:#888;margin-top:0.4em'><span dir='rtl'>מאריך</span> (colloquial) — Usually said on its own.</div><div style='font-size:0.8em;color:#a00;margin-top:0.5em'>Distinct from רב שקע, the multi-way strip. Israelis keep the two apart more sharply than English speakers do.</div>	electrical colloquial medium accessories
<b>power strip / multi-socket</b><div style='font-size:0.85em;color:#666'>The multi-way trailing socket block.</div>	<div dir='rtl' style='font-size:1.6em'>רב שקע</div><div style='color:#666'>rav sheka</div><div style='font-size:0.85em;color:#888'>m · pl. <span dir='rtl'>רבי שקע</span></div><div style='font-size:0.8em;color:#a00;margin-top:0.5em'>Written רב שקע or רב-שקע. Listed on Ivory as רב שקע חשמל.</div>	electrical trade high accessories
<b>splitter</b><div style='font-size:0.85em;color:#666'>One input to several outputs — HDMI, USB, aerial.</div>	<div dir='rtl' style='font-size:1.6em'>מפצל</div><div style='color:#666'>mefatzel</div><div style='font-size:0.85em;color:#888'>m · pl. <span dir='rtl'>מפצלים</span></div><div style='font-size:0.8em;color:#a00;margin-top:0.5em'>Root פצל, to split. Ivory files מפצלי USB and מפצלי HDMI alongside רב שקע חשמל under one heading.</div>	it trade high connectivity
<b>adapter</b><div style='font-size:0.85em;color:#666'>Converts one connector or standard to another — מתאם HDMI, מתאם רשת, מתאם חשמל.</div>	<div dir='rtl' style='font-size:1.6em'>מתאם</div><div style='color:#666'>mat'em</div><div style='font-size:0.85em;color:#888'>m · pl. <span dir='rtl'>מתאמים</span></div><div style='font-size:0.8em;color:#a00;margin-top:0.5em'>Not the same as מטען (charger), though shops sometimes label a power brick מתאם חשמל.</div>	it trade high connectivity
<b>UPS / uninterruptible power supply</b><div style='font-size:0.85em;color:#666'>Battery backup that keeps equipment running through a cut.</div>	<div dir='rtl' style='font-size:1.6em'>אל פסק</div><div style='color:#666'>al pasek</div><div style='font-size:0.85em;color:#888'>m · pl. <span dir='rtl'>אל פסקים</span></div><div style='font-size:0.8em;color:#a00;margin-top:0.5em'>A Hebrew coinage that won outright — nobody says יו-פי-אס. Built on the אל- negation prefix, like אלחוטי (wireless).</div>	it trade high power
<b>surge protector</b><div style='font-size:0.85em;color:#666'>Surge and spike protection. Literally 'lightning shield'.</div>	<div dir='rtl' style='font-size:1.6em'>מגן ברקים</div><div style='color:#666'>magen brakim</div><div style='font-size:0.85em;color:#888'>m · pl. <span dir='rtl'>מגני ברקים</span></div>	electrical trade high power
<b>transformer</b><div style='font-size:0.85em;color:#666'>Steps voltage up or down.</div>	<div dir='rtl' style='font-size:1.6em'>שנאי</div><div style='color:#666'>shanai</div><div style='font-size:0.85em;color:#888'>m · pl. <span dir='rtl'>שנאים</span></div><div style='font-size:0.8em;color:#a00;margin-top:0.5em'>Root שנה, to change. A 12V LED driver gets called a ספק or a שנאי depending on who you ask.</div>	electrical formal medium power
<b>charger</b><div style='font-size:0.85em;color:#666'>Phone or laptop charger.</div>	<div dir='rtl' style='font-size:1.6em'>מטען</div><div style='color:#666'>mat'en</div><div style='font-size:0.85em;color:#888'>m · pl. <span dir='rtl'>מטענים</span></div><div style='font-size:0.8em;color:#a00;margin-top:0.5em'>Homograph trap: מטען also means a cargo load and, in the news, an explosive charge. Context carries it.</div>	it colloquial high power
<b>power bank</b><div style='font-size:0.85em;color:#666'>Portable battery pack.</div>	<div dir='rtl' style='font-size:1.6em'>סוללת גיבוי ניידת</div><div style='color:#666'>solelat gibuy nayedet</div><div style='font-size:0.85em;color:#888'>f · pl. <span dir='rtl'>סוללות גיבוי ניידות</span></div><div style='font-size:0.8em;color:#888;margin-top:0.4em'><span dir='rtl'>פאוור בנק</span> (colloquial) — What people actually say. The full Hebrew phrase is catalogue language.</div><div style='font-size:0.8em;color:#a00;margin-top:0.5em'>Ivory's own menu says סוללת גיבוי ניידת — a clean example of the gap between catalogue Hebrew and speech.</div>	it formal high power
<b>network cable / patch lead</b><div style='font-size:0.85em;color:#666'>Ethernet cable. רשת = net or network.</div>	<div dir='rtl' style='font-size:1.6em'>כבל רשת</div><div style='color:#666'>kevel reshet</div><div style='font-size:0.85em;color:#888'>m · pl. <span dir='rtl'>כבלי רשת</span></div><div style='font-size:0.8em;color:#a00;margin-top:0.5em'>Nobody says כבל אתרנט. Wired vs wireless is קווי / אלחוטי.</div>	it trade high connectivity
<b>monitor</b><div style='font-size:0.85em;color:#666'>Computer display. Usually just מסך in context.</div>	<div dir='rtl' style='font-size:1.6em'>מסך מחשב</div><div style='color:#666'>masakh makhshev</div><div style='font-size:0.85em;color:#888'>m · pl. <span dir='rtl'>מסכי מחשב</span></div>	it trade high peripherals
<b>monitor arm</b><div style='font-size:0.85em;color:#666'>Articulating desk mount. זרוע = arm, anatomical.</div>	<div dir='rtl' style='font-size:1.6em'>זרוע למסך</div><div style='color:#666'>zroa le-masakh</div><div style='font-size:0.85em;color:#888'>f · pl. <span dir='rtl'>זרועות למסך</span></div><div style='font-size:0.8em;color:#a00;margin-top:0.5em'>Ivory heads the category זרועות תלייה ומעמדים — arms for hanging, and stands.</div>	it trade high peripherals
<b>paper shredder</b><div style='font-size:0.85em;color:#666'>Shreds documents. Root גרס, to crush or grind.</div>	<div dir='rtl' style='font-size:1.6em'>מגרסה</div><div style='color:#666'>magresa</div><div style='font-size:0.85em;color:#888'>f · pl. <span dir='rtl'>מגרסות</span></div>	it trade high office
<b>laminator</b><div style='font-size:0.85em;color:#666'>Laminating machine. Hebrew frame word plus borrowed noun.</div>	<div dir='rtl' style='font-size:1.6em'>מכשיר למינציה</div><div style='color:#666'>makhshir laminatzia</div><div style='font-size:0.85em;color:#888'>m · pl. <span dir='rtl'>מכשירי למינציה</span></div><div style='font-size:0.8em;color:#a00;margin-top:0.5em'>מכשיר / מכונה is the generic device frame that carries most borrowed appliance names.</div>	it trade high office
<b>ink cartridge</b><div style='font-size:0.85em;color:#666'>Inkjet cartridge. Literally 'ink head'.</div>	<div dir='rtl' style='font-size:1.6em'>ראש דיו</div><div style='color:#666'>rosh dyo</div><div style='font-size:0.85em;color:#888'>m · pl. <span dir='rtl'>ראשי דיו</span></div><div style='font-size:0.8em;color:#a00;margin-top:0.5em'>Toner is simply טונר. מחסנית also appears on some packaging but is the firearms-magazine word.</div>	it trade high office
<b>smart home</b><div style='font-size:0.85em;color:#666'>Home automation as a retail category.</div>	<div dir='rtl' style='font-size:1.6em'>בית חכם</div><div style='color:#666'>bayit khakham</div><div style='font-size:0.85em;color:#888'>m</div><div style='font-size:0.8em;color:#a00;margin-top:0.5em'>Ivory files it as תאורה ובית חכם — lighting and smart home together, which is how Israeli retail segments it.</div>	it trade high smart-home
<b>rate limiting</b><div style='font-size:0.85em;color:#666'>Capping request frequency against an API.</div><div style='font-size:0.85em'><i>The server is rate limiting me.</i></div>	<div dir='rtl' style='font-size:1.6em'>הגבלת קצב</div><div style='color:#666'>hagbalat ketzev</div><div style='font-size:0.85em;color:#888'>f</div><div dir='rtl' style='margin-top:0.5em'>השרת מגביל לי את הקצב.</div><div style='font-size:0.8em;color:#a00;margin-top:0.5em'>In an Israeli dev conversation the English is at least as likely: עשו לי rate limit. Mid-sentence code-switching is the norm in tech.</div>	it formal medium software
<b>API</b><div style='font-size:0.85em;color:#666'>Application programming interface.</div><div style='font-size:0.85em'><i>Do they have an API?</i></div>	<div dir='rtl' style='font-size:1.6em'>ממשק תכנות</div><div style='color:#666'>mimshak tikhnut</div><div style='font-size:0.85em;color:#888'>m · pl. <span dir='rtl'>ממשקי תכנות</span></div><div dir='rtl' style='margin-top:0.5em'>יש להם API?</div><div style='font-size:0.8em;color:#888;margin-top:0.4em'><span dir='rtl'>API</span> (borrowed) — What developers say, always. The Hebrew is documentation-only.</div><div style='font-size:0.8em;color:#a00;margin-top:0.5em'>ממשק on its own is genuinely used — ממשק משתמש for UI is ordinary speech.</div>	it formal high software
<b>AI agent</b><div style='font-size:0.85em;color:#666'>An autonomous LLM-driven agent.</div><div style='font-size:0.85em'><i>We built an agent to handle our CRM integration.</i></div>	<div dir='rtl' style='font-size:1.6em'>סוכן AI</div><div style='color:#666'>sokhen ei-ai</div><div style='font-size:0.85em;color:#888'>m · pl. <span dir='rtl'>סוכני AI</span></div><div dir='rtl' style='margin-top:0.5em'>בנינו סוכן שמטפל באינטגרציה עם ה-CRM.</div><div style='font-size:0.8em;color:#888;margin-top:0.4em'><span dir='rtl'>סוכן בינה מלאכותית</span> (formal) — Full Hebrew form, used in press and marketing copy.</div><div style='font-size:0.8em;color:#a00;margin-top:0.5em'>סוכן also means a sales agent and a spy; in tech context nobody misreads it. בינה מלאכותית is genuinely in use, unlike most Academy coinages.</div>	it trade medium software
<b>LLM / large language model</b><div style='font-size:0.85em;color:#666'>Large language model.</div><div style='font-size:0.85em'><i>Do you know a good Hebrew-native LLM?</i></div>	<div dir='rtl' style='font-size:1.6em'>מודל שפה גדול</div><div style='color:#666'>model safa gadol</div><div style='font-size:0.85em;color:#888'>m · pl. <span dir='rtl'>מודלי שפה גדולים</span></div><div dir='rtl' style='margin-top:0.5em'>אתה מכיר איזה LLM טוב בעברית?</div><div style='font-size:0.8em;color:#888;margin-top:0.4em'><span dir='rtl'>LLM</span> (borrowed) — Standard in speech among practitioners.</div><div style='font-size:0.8em;color:#a00;margin-top:0.5em'>מודל is itself a borrowing that fully naturalised, taking a Hebrew plural.</div>	it formal medium software
<b>TTS / text to speech</b><div style='font-size:0.85em;color:#666'>Speech synthesis.</div><div style='font-size:0.85em'><i>Which TTS is reliable in Hebrew?</i></div>	<div dir='rtl' style='font-size:1.6em'>טקסט לדיבור</div><div style='color:#666'>tekst le-dibur</div><div style='font-size:0.85em;color:#888'>m</div><div dir='rtl' style='margin-top:0.5em'>איזה TTS אמין בעברית?</div><div style='font-size:0.8em;color:#888;margin-top:0.4em'><span dir='rtl'>הקראה</span> (trade) — 'Reading aloud' — used for the accessibility feature rather than the technology category.</div><div style='font-size:0.8em;color:#888;margin-top:0.4em'><span dir='rtl'>TTS</span> (borrowed) — What practitioners say.</div>	it formal medium software
